sexo;idade;formacao;curso;anoFormacao;tempoProfissional;tempoFuncao;funcao;metodologia;existenciaProjeto;mesesNoProjeto;@12.Emrelaçãoassuascaracterísticasporfavorresponda;S1;S2;S3;C2;C3;C4;C1;EM4;EM1;EM3;EM2;T3;T1;T4;T2;I2;I1;I4;I3;Desvio
Masculino;35;Especialização;Sistemas de Informação;2008;8;8;Desenvolvedor;Tradicional;2;2; ;5;6;4;3;7;5;6;6;5;7;5;6;7;4;6;4;6;5;7;1,172292202
Masculino;31;Superior completo;Ciência da computação;2015;5;5;Desenvolvedor;Ágil;4;4; ;7;7;6;5;6;2;7;6;6;6;6;6;5;6;6;7;7;7;5;1,17727011
Feminino;39;Doutorado;Ciência da computação;2021;10;7;Analista;Ágil;1;1; ;6;7;6;4;7;5;5;6;4;7;4;7;6;4;7;7;6;7;5;1,182227059
Masculino;31;Superior completo;Ciência da computação;2010;9;9;Desenvolvedor;Híbrida;36;36; ;2;5;5;5;5;6;4;3;3;2;3;4;4;4;4;5;6;5;5;1,182227059
Masculino;30;Mestrado;Ciência da computação;2014;10;6;Desenvolvedor;Ágil;10;60; ;6;3;4;3;6;6;3;6;4;5;5;6;6;6;6;6;6;6;6;1,182227059
Masculino;33;Mestrado;Ciência da computação;2012;10;12;Desenvolvedor;Ágil;13;9; ;4;6;6;5;4;4;7;4;4;5;5;6;5;3;6;7;7;6;5;1,182227059
Masculino;28;Mestrado;Sistemas de Informação;2014;7;7;Gerente;Tradicional;10;10; ;7;6;7;6;6;7;7;4;5;7;6;6;6;3;6;5;5;7;4;1,182227059
Masculino;24;Superior incompleto;Análise e Desenvolvimento de sistemas;2020;7;1;Desenvolvedor;Tradicional;6;6; ;7;6;4;4;5;3;4;3;6;6;5;6;5;5;7;6;6;5;6;1,182227059
Masculino;36;Especialização;Matemática Computacional;2013;13;8;Analista;Híbrida;72;60; ;5;6;5;5;4;4;4;5;3;3;3;5;7;3;6;6;6;5;5;1,194529441
Masculino;28;Especialização;Business Inteligence;2017;7;4;Analista;Ágil;1;1; ;6;7;4;4;6;4;6;6;5;4;5;7;5;5;7;7;7;7;7;1,194529441
Masculino;18;Superior incompleto;Sistemas de Informação;2021;1;1;Desenvolvedor;Ágil;36;7; ;7;6;3;5;7;4;5;6;5;7;5;6;5;6;7;7;7;7;7;1,196974744
Masculino;22;Superior incompleto;Ciência da computação;2014;2;2;Desenvolvedor;Ágil;12;1; ;7;7;5;7;6;7;5;7;7;4;4;7;6;5;7;7;7;4;5;1,201850425
Masculino;21;Superior incompleto;Ciência da computação;2020;4;2;Desenvolvedor;Ágil;8;7; ;7;5;6;7;6;5;6;4;5;7;7;7;5;7;3;7;7;7;6;1,201850425
Masculino;28;Superior completo;Análise e Desenvolvimento de Sistemas;2010;9;3;Gerente;Ágil;48;9; ;5;6;4;4;7;4;6;5;4;5;5;7;7;7;7;7;6;7;5;1,204280863
Masculino;26;Superior completo;Ciência da computação;2015;7;7;Desenvolvedor;Ágil;24;24; ;6;7;7;7;5;7;7;6;7;7;3;7;7;5;7;7;7;7;4;1,204280863
Masculino;25;Superior incompleto;Sistemas de Informação;2020;3;3;Desenvolvedor;Ágil;12;10; ;4;6;4;4;5;3;5;3;4;5;3;5;4;4;6;7;7;5;4;1,211542924
Masculino;23;Superior incompleto;Ciência da computação;2020;2;2;Desenvolvedor;Tradicional;3;3; ;7;7;5;7;4;3;7;7;7;7;5;6;7;7;7;7;7;7;7;1,211542924
Feminino;27;Superior completo;Análise e Desenvolvimento de Sistemas;2018;6;6;Analista;Ágil;8;3; ;2;4;4;7;6;5;6;5;4;5;4;6;6;5;7;6;6;5;5;1,213953957
Masculino;34;Especialização;Ciência da computação;2008;13;12;DBA;Ágil;2;2; ;5;6;6;6;4;2;7;4;5;5;5;4;4;4;5;7;5;4;4;1,213953957
Masculino;23;Superior incompleto;Análise e Desenvolvimento de Sistemas;2019;2;2;Desenvolvedor;Híbrida;24;9; ;5;6;4;7;4;7;6;5;6;5;5;4;4;7;7;7;7;4;6;1,216360211
Masculino;30;Superior incompleto;Ciência da computação;2021;8;1;Analista;Ágil;4;4; ;5;7;6;5;4;2;7;4;6;6;5;6;6;6;5;7;6;6;6;1,218761715
Masculino;36;Mestrado;Ciência da computação;2008;15;9;Gerente;Híbrida;4;4; ;7;7;7;3;7;4;7;5;7;7;6;7;5;7;5;7;6;7;7;1,228320776
Masculino;23;Superior completo;Ciência da computação;2018;1;1;Desenvolvedor;Ágil;60;5; ;4;6;4;5;4;5;4;6;6;6;4;4;3;6;7;7;7;5;6;1,228320776
Masculino;35;Superior completo;Desenvolvimento de Software;2008;11;4;Analista;Híbrida;4;4; ;4;6;6;5;3;4;7;7;4;5;5;5;3;5;5;7;6;6;6;1,228320776
Masculino;25;Superior completo;Sistemas de Informação;2017;5;3;Analista;Ágil;24;3; ;7;5;4;7;7;7;5;5;7;4;4;7;7;7;7;7;7;7;7;1,228320776
Masculino;24;Superior incompleto;Análise e Desenvolvimento de Sistemas;2020;1;1;Desenvolvedor;Ágil;24;12; ;6;5;5;7;4;3;4;4;5;5;5;6;7;7;6;6;7;4;4;1,240165995
Feminino;28;Especialização;Ciência da computação;2013;11;11;Desenvolvedor;Híbrida;6;6; ;7;5;4;5;6;5;7;2;4;6;6;4;4;5;5;3;5;5;5;1,242521488
Feminino;38;Mestrado;Mestrado em sistemas e computação;2010;19;19;Desenvolvedor;Ágil;12;2; ;6;4;4;7;7;5;7;6;6;7;4;7;7;4;7;7;7;7;7;1,242521488
Masculino;36;Superior completo;Sistemas de Informação;2011;9;7;Testador;Ágil;12;12; ;5;5;4;6;4;3;3;6;3;4;6;5;6;6;6;7;6;6;6;1,242521488
Masculino;25;Superior incompleto;Ciência da computação;2020;7;2;Desenvolvedor;Ágil;1;8; ;6;6;5;7;6;7;7;5;3;7;4;7;5;7;6;7;7;4;6;1,242521488
Masculino;22;Superior incompleto;Sistemas de Informação;2019;2;2;Desenvolvedor;Híbrida;24;24; ;5;5;3;6;4;6;4;7;7;6;5;6;6;4;7;7;7;7;6;1,249561327
Masculino;29;Especialização;Ciência da computação;2017;8;8;Desenvolvedor;Tradicional;48;48; ;7;7;4;5;4;4;5;5;6;4;6;6;4;3;6;7;7;5;6;1,249561327
Masculino;23;Superior incompleto;Sistemas de Informação;2019;5;2;Desenvolvedor;Tradicional;30;11; ;5;7;4;4;5;3;5;6;6;4;4;5;5;5;7;7;7;7;5;1,249561327
Masculino;21;Superior incompleto;Engenharia de software;2020;2;5;Desenvolvedor;Ágil;8;8; ;7;7;5;3;4;3;5;5;7;6;5;4;6;5;5;7;6;6;6;1,256561725
Masculino;27;Superior completo;Ciência da computação;2013;7;7;Desenvolvedor;Ágil;48;24; ;7;7;7;5;4;5;4;6;7;5;5;4;6;7;7;7;7;7;4;1,25888654
Masculino;36;Especialização;Sistemas de Informação;2019;16;15;DBA;Ágil;12;8; ;6;4;4;7;6;6;4;3;4;5;5;6;6;4;6;7;3;6;6;1,25888654
Masculino;26;Superior completo;Ciência da computação;2019;6;2;Desenvolvedor;Híbrida;18;11; ;6;6;2;5;5;4;5;6;5;4;3;5;4;6;3;7;6;5;5;1,25888654
Masculino;27;Superior completo;Ciência da computação;2019;5;5;Desenvolvedor;Ágil;4;4; ;5;6;3;3;5;5;7;6;5;5;5;5;7;4;7;7;5;7;6;1,261207071
Masculino;38;Mestrado;Ciência da computação;2009;15;13;Analista;Híbrida;10;10; ;7;6;6;4;7;2;6;5;7;6;4;6;5;5;5;6;7;5;6;1,263523339
Masculino;40;Especialização;Sistemas de Informação;2010;22;7;Gerente;Híbrida;12;12; ;5;6;3;2;5;3;5;5;6;5;4;5;6;4;5;7;5;5;7;1,286456669
Masculino;32;Superior completo;Sistemas de Informação;2016;4;2;Desenvolvedor;Ágil;14;5; ;5;7;5;3;6;5;5;4;5;5;4;7;7;7;5;7;7;7;7;1,293257368
Masculino;22;Superior incompleto;Sistemas de Informação;2019;4;4;Desenvolvedor;Ágil;23;3; ;7;6;4;5;4;4;4;4;5;6;5;5;2;5;3;2;3;4;4;1,293257368
Masculino;33;Mestrado;Ciência da computação;2019;14;9;Desenvolvedor;Ágil;6;6; ;6;6;7;7;5;3;7;6;5;4;4;5;4;3;7;6;6;5;6;1,300022492
Masculino;32;Superior completo;Sistemas para internet;2017;6;6;Desenvolvedor;Híbrida;6;4; ;5;6;5;5;6;5;6;6;3;3;4;7;7;6;7;7;7;7;5;1,300022492
Masculino;26;Superior completo;Administracão de Empresas;2015;5;2;Desenvolvedor;Ágil;12;10; ;6;6;6;4;5;3;3;4;5;6;5;5;3;5;5;7;7;6;7;1,302269724
Feminino;43;Especialização;Ciência da computação;2004;19;9;Gerente;Híbrida;18;3; ;6;7;7;3;5;7;6;3;6;3;6;5;5;5;7;6;6;6;6;1,306752593
Masculino;26;Superior completo;Engenharia eletrônica;2019;3;1;Desenvolvedor;Ágil;4;4; ;3;6;4;7;5;7;7;6;7;7;4;7;5;7;7;5;7;7;7;1,311220136
Feminino;36;Mestrado;Sistemas de Informação;2012;15;15;Desenvolvedor;Ágil;24;12; ;4;4;3;6;7;3;4;4;5;4;4;5;6;6;7;6;6;7;5;1,311220136
Feminino;24;Superior completo;Engenharia da Computação;2019;4;3;Desenvolvedor;Ágil;6;6; ;6;6;2;5;5;5;6;6;3;7;6;5;5;4;4;5;3;3;5;1,315672509
Masculino;24;Superior incompleto;Sistemas de Informação;2019;2;1;Desenvolvedor;Ágil;2;2; ;4;7;7;4;7;5;4;4;7;5;4;7;5;6;7;7;7;6;7;1,315672509
Masculino;25;Superior incompleto;Ciência da computação;2019;4;3;Desenvolvedor;Híbrida;60;13; ;7;6;5;7;7;7;5;4;4;5;7;7;7;3;7;5;7;5;5;1,315672509
Masculino;30;Superior completo;Ciência da computação;2012;7;7;Desenvolvedor;Ágil;60;3; ;5;7;5;3;4;3;4;6;4;5;5;4;6;6;6;7;7;5;7;1,315672509
Masculino;25;Superior incompleto;Engenharia de controle e automação;2020;2;2;Desenvolvedor;Ágil;12;1; ;7;4;5;6;4;7;7;5;7;3;7;7;7;7;7;7;7;7;7;1,315672509
Feminino;24;Superior completo;Engenharia Eletrônica;2018;3;3;Desenvolvedor;Ágil;32;22; ;6;6;1;4;4;4;5;7;6;4;5;4;5;4;4;6;6;4;5;1,326738074
Masculino;33;Superior completo;Ciência da computação;2008;12;2;Analista;Híbrida;2;2; ;5;7;4;4;5;5;2;6;7;6;5;5;3;5;6;6;6;6;7;1,326738074
Masculino;28;Mestrado;Ciência da computação;2017;10;1;Desenvolvedor;Ágil;120;3; ;7;7;5;4;7;4;4;4;6;7;7;6;4;6;4;7;7;6;7;1,326738074
Feminino;24;Superior completo;Ciência da computação;2019;2;1;Desenvolvedor;Ágil;24;3; ;5;5;3;4;6;4;4;6;5;3;3;6;7;5;6;7;6;5;7;1,328940131
Masculino;32;Superior completo;Análise e desenvolvimento de sistemas;2014;16;11;Desenvolvedor;Ágil;2;2; ;3;6;4;6;4;4;6;5;6;4;4;5;7;7;7;6;6;4;3;1,328940131
Masculino;25;Superior completo;Ciência da computação;2017;4;4;Desenvolvedor;Ágil;3;3; ;3;4;4;5;5;5;6;4;5;4;4;7;3;6;7;7;7;6;5;1,328940131
Masculino;20;Superior incompleto;Ciência da computação;2021;2;2;Desenvolvedor;Ágil;2;2; ;5;6;3;4;4;4;5;4;4;6;3;4;7;4;7;6;6;7;6;1,333333333
Masculino;33;Especialização;Sistemas de Informação;2016;10;6;Desenvolvedor;Ágil;8;4; ;6;7;4;7;6;5;4;7;7;5;7;5;4;4;3;7;7;6;6;1,342076596
Feminino;25;Superior completo;Ciência da computação;2015;5;5;Desenvolvedor;Ágil;13;7; ;5;5;4;6;6;3;7;6;4;7;6;5;7;3;6;7;5;4;7;1,346426937
Masculino;22;Superior incompleto;Ciência da computação;2020;1;1;Desenvolvedor;Ágil;18;2; ;4;4;3;6;5;3;3;3;4;4;3;6;6;6;3;6;6;6;6;1,346426937
Masculino;23;Superior incompleto;Ciência da computação;2020;2;1;Desenvolvedor;Ágil;24;3; ;7;7;6;7;7;7;7;7;5;7;7;7;6;4;6;4;4;5;3;1,35292622
Masculino;30;Doutorado;Ciência da computação;2021;13;13;Desenvolvedor;Ágil;110;98; ;3;5;5;5;7;7;7;4;5;7;7;6;7;7;6;6;3;7;5;1,367971136
Feminino;27;Superior completo;Analise de Sistemas;2014;6;6;Desenvolvedor;Híbrida;180;72; ;5;7;6;5;6;5;7;6;4;6;6;6;2;3;5;7;7;6;7;1,387074839
Masculino;22;Superior incompleto;Sistemas de Informação;2020;1;1;Desenvolvedor;Ágil;24;6; ;5;6;2;4;3;6;3;3;3;4;5;6;2;6;6;5;5;5;5;1,387074839
Masculino;30;Superior completo;Sistemas de Informação;2014;10;10;Desenvolvedor;Tradicional;5;5; ;5;5;3;5;5;6;1;6;6;6;6;6;5;7;6;6;6;6;7;1,387074839
Masculino;40;Especialização;Sistemas de Informação;2019;9;7;Testador;Ágil;30;25; ;5;5;4;4;5;7;5;6;5;5;4;7;7;2;7;7;7;6;6;1,389181256
Masculino;24;Superior completo;Ciência da computação;2018;1;1;Desenvolvedor;Híbrida;2;2; ;4;7;5;3;6;5;6;2;6;6;5;6;6;7;5;7;7;5;7;1,389181256
Masculino;24;Superior completo;Sistemas de Informação;2018;1;2;Desenvolvedor;Ágil;48;3; ;3;6;3;6;6;2;4;4;4;4;3;6;4;6;3;6;6;6;4;1,389181256
Masculino;24;Superior completo;Engenharia da Computação;2021;2;1;Desenvolvedor;Híbrida;6;6; ;3;5;6;3;4;5;5;4;2;4;3;7;4;5;6;7;5;3;5;1,389181256
Masculino;23;Superior incompleto;Análise e Desenvolvimento de Sistemas;2020;3;3;Desenvolvedor;Híbrida;7;3; ;3;7;4;5;4;4;5;3;5;4;4;7;7;4;7;4;7;5;5;1,393384537
Masculino;27;Superior completo;Sistemas de Informação;2016;4;1;Desenvolvedor;Híbrida;1;1; ;6;6;3;3;3;3;5;5;6;6;5;3;5;4;6;7;6;5;7;1,393384537
Feminino;24;Superior completo;Ciência da computação;2018;2;2;Testador;Híbrida;204;19; ;4;6;6;4;4;2;7;6;6;6;5;7;6;7;7;7;7;6;7;1,397575177
Masculino;36;Superior completo;Ciência da computação;2013;14;14;Desenvolvedor;Ágil;36;1; ;6;7;2;6;7;6;2;6;5;6;6;6;7;6;6;6;7;6;6;1,407997209
Masculino;25;Superior completo;Ciência da computação;2017;3;3;Desenvolvedor;Ágil;1;1; ;4;7;4;5;7;3;7;5;4;5;4;7;7;6;7;7;7;7;6;1,407997209
Masculino;25;Superior incompleto;Sistemas de Informação;2016;7;7;Desenvolvedor;Ágil;3;3; ;7;7;7;7;7;5;7;5;7;4;5;7;7;7;7;7;2;7;7;1,407997209
Masculino;23;Superior incompleto;Engenharia Mecânica;2020;2;1;Analista;Ágil;84;3; ;4;7;6;7;7;4;7;4;4;4;4;7;7;7;7;7;7;7;7;1,414213562
Masculino;34;Superior completo;Tecnologia em Processamento de Dados;2006;15;13;Desenvolvedor;Ágil;36;6; ;7;7;7;3;5;4;6;3;5;5;5;5;4;3;6;7;7;6;6;1,416279617
Masculino;37;Especialização;Ciência da computação;2015;4;4;Desenvolvedor;Ágil;3;3; ;6;6;6;6;5;1;6;7;6;4;4;4;5;6;5;7;6;5;7;1,422459775
Masculino;35;Superior completo;Ciência da computação;2011;10;8;Analista;Híbrida;4;4; ;4;6;5;7;6;3;7;3;5;5;5;2;3;3;4;4;6;5;5;1,422459775
Masculino;29;Superior incompleto;Análise e Desenvolvimento de Sistemas;2020;1;1;Desenvolvedor;Ágil;10;3; ;5;6;2;5;5;4;4;7;7;5;4;4;5;6;7;7;6;7;7;1,426565007
Masculino;29;Superior completo;Engenharia da Computação;2014;6;6;Desenvolvedor;Ágil;8;1; ;6;7;7;7;7;7;7;6;5;4;4;4;4;3;7;7;7;7;7;1,432700799
Masculino;25;Superior completo;Ciência da computação;2018;1;1;Desenvolvedor;Ágil;15;12; ;2;3;6;3;6;5;6;4;3;5;4;7;5;5;5;7;6;6;6;1,432700799
Masculino;28;Superior completo;Analise e Desenvolvimento de Sistemas;2014;4;4;Desenvolvedor;Ágil;4;3; ;7;7;7;3;7;7;7;7;6;2;5;7;7;6;7;7;7;6;7;1,446916463
Masculino;23;Superior incompleto;Ciência da computação;2021;4;1;Desenvolvedor;Ágil;2;2; ;4;7;3;4;5;5;3;3;4;4;6;6;3;7;5;7;5;5;7;1,448935887
Masculino;38;Especialização;Ciência da computação;2015;18;16;Desenvolvedor;Ágil;40;13; ;5;5;4;4;5;4;6;6;6;4;3;6;2;6;3;7;7;5;7;1,452966315
Masculino;32;Superior completo;Ciência da computação;2012;8;10;Testador;Ágil;36;36; ;4;7;6;7;5;4;6;6;7;7;7;4;3;4;4;3;7;6;5;1,460993814
Masculino;27;Mestrado;Ciência da computação;2017;8;1;Desenvolvedor;Ágil;24;24; ;7;7;7;7;4;4;7;4;7;4;3;5;5;7;7;7;5;7;7;1,462993806
Masculino;27;Superior completo;Química Industrial e atualmente com o curso de sistemas de informação em andamento.;2020;10;3;Analista;Ágil;180;27; ;5;7;7;3;7;7;7;5;7;5;4;7;6;3;7;7;7;6;4;1,462993806
Masculino;28;Especialização;Design;2019;5;1;Gerente;Ágil;18;9; ;5;5;3;3;3;6;3;5;5;5;5; ;6;5;5;4;6;5;5;1,464991068
Masculino;25;Superior completo;Sistemas de Informação;2018;3;2;Desenvolvedor;Tradicional;180;1; ;5;7;5;4;7;4;3;4;3;4;3;5;7;4;7;4;6;5;7;1,470966584
Masculino;23;Superior incompleto;Ciência da computação;2021;2;1;Testador;Híbrida;187;15; ;7;6;5;5;6;2;6;6;7;7;5;7;4;3;7;7;7;6;7;1,474936811
Masculino;32;Especialização;Engenharia da Computação;2012;8;8;Testador;Ágil;36;6; ;3;4;5;4;7;6;5;2;4;7;6;6;6;7;7;6;6;4;4;1,474936811
Masculino;24;Superior incompleto;Engenharia de Telecomunicações;2021;2;2;Desenvolvedor;Ágil;2;2; ;4;6;4;2;6;5;5;5;3;5;3;6;6;6;7;7;7;6;7;1,484815936
Feminino;24;Superior completo;Sistemas de Informação;2016;3;3;Testador;Tradicional;60;24; ;3;7;4;7;6;2;6;4;4;4;5;4;4;4;4;7;6;5;7;1,486783883
Masculino;29;Superior completo;Sistemas de Informação;2015;6;5;Desenvolvedor;Híbrida;0;5; ;7;7;2;7;6;5;3;7;7;7;7;7;5;5;7;7;6;7;7;1,486783883
Masculino;24;Superior completo;Ciência da computação;2018;3;3;Desenvolvedor;Ágil;8;5; ;7;7;6;6;4;2;7;7;7;5;7;6;4;7;4;7;7;7;7;1,490711985
Masculino;32;Superior completo;Sistemas para Internet;2019;5;5;Desenvolvedor;Híbrida;48;1; ;4;7;3;5;5;7;3;6;4;5;5;6;6;2;7;7;5;4;4;1,490711985
Masculino;30;Superior completo;Sistemas de Informação;2015;7;7;Desenvolvedor;Ágil;96;43; ;7;7;5;7;7;5;7;7;7;1;5;7;7;6;7;7;7;7;7;1,492672159
Masculino;29;Doutorado;Ciência da computação;2019;6;5;Desenvolvedor;Ágil;60;60; ;5;2;6;6;6;7;6;3;5;7;4;7;3;5;5;7;7;5;6;1,498537299
Feminino;39;Especialização;Redes;2014;5;3;Desenvolvedor;Tradicional;1;2; ;6;6;5;5;5;1;7;7;6;7;6;4;6;7;7;7;5;7;7;1,50048725
Feminino;25;Especialização;Engenharia da Computação;2020;6;6;Desenvolvedor;Ágil;12;6; ;5;7;6;5;5;1;5;7;5;5;5;4;7;4;7;7;6;5;7;1,502434671
Masculino;30;Superior completo;Sistemas de Informação;2018;22;2;Desenvolvedor;Ágil;20;5; ;3;7;4;7;7;4;4;7;7;7;4;7;7;7;7;7;7;7;4;1,527525232
Masculino;36;Superior completo;Sistemas de Informação;2006;13;1;Desenvolvedor;Ágil;60;10; ;7;6;6;5;6;7;7;4;7;5;7;5;4;1;6;7;7;6;5;1,529438226
Masculino;26;Especialização;Ciência da computação;2018;6;6;Desenvolvedor;Híbrida;16;1; ;5;7;5;7;6;3;6;6;7;5;2;6;4;4;7;7;7;7;7;1,529438226
Masculino;28;Especialização;UX Design;2016;4;3;Designer;Ágil;15;15; ;5;6;7;2;5;3;5;6;5;6;5;5;6;2;6;7;7;6;7;1,529438226
Masculino;23;Superior incompleto;Engenharia da Computação;2020;3;3;Desenvolvedor;Ágil;60;36; ;4;7;3;7;4;6;7;5;4;4;4;6;6;2;6;6;7;7;6;1,529438226
Feminino;29;Superior completo;Sistemas de Informação;2015;4;2;Analista;Ágil;2;2; ;5;6;2;3;4;3;5;3;6;6;3;6;6;5;6;6;6;6;2;1,529438226
Feminino;35;Superior incompleto;Sistemas de Informação;2019;1;1;Desenvolvedor;Tradicional;12;12; ;6;7;3;6;6;2;7;3;6;7;5;7;5;5;7;7;6;7;5;1,535162905
Masculino;29;Superior completo;Ciência da computação;2015;4;4;Desenvolvedor;Ágil;10;10; ;6;7;7;7;4;7;7;7;7;5;5;4;3;7;4;7;7;3;7;1,537066394
Masculino;27;Especialização;Ciência da computação;2019;4;4;Desenvolvedor;Ágil;4;4; ;5;5;5;7;5;6;7;4;4;6;4;7;7;1;5;7;6;6;7;1,540866317
Masculino;24;Especialização;Sistemas de Informação;2017;2;2;Desenvolvedor;Híbrida;5;18; ;3;3;2;1;4;1;2;4;3;3;3;7;3;4;3;6;5;4;5;1,540866317
Masculino;50;Superior completo;Análise e Desenvolvimento de Sistemas;2014;28;5;Analista;Ágil;1;1; ;3;4;2;7;6;2;6;4;5;5;4;6;4;3;4;7;6;6;6;1,557851272
Feminino;27;Especialização;Ciência da computação;2020;7;1;Gerente;Ágil;4;4; ;5;7;7;4;7;7;7;7;7;5;1;7;7;7;7;7;7;7;7;1,565340984
Masculino;24;Especialização;Análise e desenvolvimento de sistemas;2017;3;3;Desenvolvedor;Híbrida;24;6; ;7;7;7;7;5;7;7;5;4;7;1;7;7;7;7;7;7;7;7;1,565340984
Masculino;21;Superior incompleto;Engenharia da Computação;2021;1;1;Desenvolvedor;Tradicional;1;1; ;6;5;3;6;2;3;4;3;7;4;6;2;3;5;5;6;5;5;7;1,57465303
Masculino;29;Especialização;Engenharia de Software;2018;8;7;Desenvolvedor;Ágil;2;2; ;2;4;5;5;6;2;6;5;3;3;4;6;7;4;6;6;5;6;2;1,57465303
Masculino;20;Superior incompleto;Engenharia Elétrica;2024;1;1;Desenvolvedor;Ágil;24;5; ;5;7;5;2;7;5;4;7;7;7;7;7;7;3;7;7;5;7;7;1,580213917
Masculino;27;Superior completo;Sistemas de Informação;2014;10;2;Desenvolvedor;Ágil;168;21; ;5;5;2;6;7;5;4;7;2;6;3;7;4;6;6;5;6;6;7;1,583910329
Masculino;29;Superior incompleto;Ciência da computação;2020;8;6;Testador;Tradicional;8;8; ;6;6;6;3;5;2;6;6;7;7;6;4;2;3;4;3;5;5;5;1,583910329
Masculino;27;Superior incompleto;Sistemas de Informação;2019;2;1;Desenvolvedor;Híbrida;60;12; ;7;7;6;5;7;7;7;3;7;7;5;2;7;7;7;6;4;5;4;1,583910329
Prefiro não declarar;33;Doutorado;Ciência da computação;2018;2;1;Testador;Híbrida;50;13; ;2;6;2;7;6;7;5;7;6;5;7;7;7;4;6;7;6;6;7;1,583910329
Masculino;25;Superior incompleto;Ciência da computação;2020;2;1;Desenvolvedor;Híbrida;18;10; ;7;7;3;6;5;5;5;4;6;4;4;4;5;1;6;7;6;7;7;1,618605276
Masculino;35;Especialização;Especialização em BigData e Ciencia de Dados;2019;15;15;Desenvolvedor;Ágil;3;3; ;7;7;5;3;7;7;6;7;6;3;3;7;7;7;7;5;7;6;3;1,618605276
Masculino;39;Superior incompleto;Sistemas de Informação;0;21;5;Analista;Ágil;10;10; ;3;7;5;7;7;2;7;5;7;5;7;7;7;7;7;4;7;7;4;1,629408101
Feminino;30;Superior completo;Análise e Desenvolvimento de Sistemas;2015;7;5;Desenvolvedor;Ágil;2;2; ;4;7;6;3;3;3;7;7;6;7;5;5;5;4;3;7;7;7;7;1,643701428
Masculino;18;Superior incompleto;Ciência da computação;2020;1;1;Desenvolvedor;Tradicional;1;1; ;6;7;7;7;3;4;7;7;2;7;3;7;6;5;7;7;6;4;6;1,66842013
Masculino;21;Superior completo;Nenhum por enquanto;2019;3;3;Analista;Ágil;36;36; ;7;7;4;4;3;2;4;6;7;7;6;3;7;5;5;6;7;4;7;1,66842013
Masculino;34;Especialização;Sistemas de Informação;2018;13;8;Analista;Ágil;10;9; ;2;3;6;6;4;6;6;6;7;6;1;7;6;6;4;5;5;5;7;1,675415633
Masculino;30;Especialização;Ciência da computação;2018;10;4;Analista;Ágil;36;10; ;6;7;6;7;5;2;7;4;5;3;3;7;7;7;7;7;5;4;7;1,67715995
Masculino;30;Mestrado;Ciência da computação;2014;6;5;DBA;Híbrida;1;1; ;3;6;6;6;7;5;7;5;4;6;3;7;6;1;6;7;7;7;6;1,678902454
Masculino;25;Superior completo;Análise e Desenvolvimento de Sistemas;2015;6;5;Analista;Ágil;4;4; ;7;7;7;7;4;5;7;7;7;4;4;7;7;4;7;1;7;6;6;1,7082531
Masculino;23;Superior incompleto;Engenharia da Computação;2022;2;2;Desenvolvedor;Ágil;2;2; ;7;5;3;4;3;1;3;5;4;6;5;4;3;5;7;7;7;6;6;1,718492471
Masculino;34;Superior completo;Ciência da computação;2018;4;1;Desenvolvedor;Ágil;5;5; ;4;7;3;3;7;5;3;4;3;6;3;7;7;4;6;7;7;7;4;1,728671193
Masculino;47;Especialização;Engenharia eletrônica;1996;21;6;Desenvolvedor;Tradicional;3;3; ;3;6;4;7;7;6;4;2;5;5;4;7;5;2;7;7;6;7;7;1,733738144
Feminino;36;Mestrado;Ciência da computação;2011;17;14;Gerente;Ágil;10;8; ;2;2;2;4;4;2;5;5;4;6;5;7;7;6;7;6;4;5;6;1,733738144
Feminino;30;Superior completo;Sistemas de Informação;2013;6;5;Testador;Ágil;2;1; ;4;5;5;5;1;1;5;5;5;5;1;5;7;5;6;6;6;6;5;1,73879033
Masculino;23;Superior incompleto;Engenharia da Computação;2020;3;2;Desenvolvedor;Ágil;6;3; ;5;7;1;4;6;5;5;4;5;4;3;6;2;2;3;7;7;4;5;1,743827879
Masculino;41;Mestrado;Ciência da computação;2012;17;17;Desenvolvedor;Ágil;36;24; ;6;7;7;6;6;4;7;6;6;6;2;3;3;4;4;7;7;2;6;1,750522061
Masculino;27;Especialização;Ciência da computação;2019;7;7;Desenvolvedor;Ágil;24;12; ;1;7;4;7;5;2;5;5;4;5;7;7;4;6;5;7;7;7;5;1,75885396
Masculino;22;Superior completo;Sistemas de Informação;2020;4;4;Desenvolvedor;Ágil;4;5; ;3;7;4;1;7;7;5;5;4;7;4;7;7;6;6;7;7;7;7;1,765491168
Feminino;25;Superior incompleto;Sistemas de Informação;2020;4;4;Desenvolvedor;Ágil;36;6; ;3;3;1;5;6;5;2;3;2;5;3;5;4;6;4;7;6;6;7;1,770452745
Masculino;27;Superior completo;Desenvolvimento de jogos;2013;10;10;Desenvolvedor;Híbrida;19;8; ;7;6;4;7;4;2;3;5;7;7;5;7;4;2;6;7;6;7;7;1,773752753
Feminino;24;Superior incompleto;Sistemas Para Internet;2020;2;2;Desenvolvedor;Tradicional;3;3; ;2;6;3;1;6;4;3;6;4;3;3;6;7;3;4;7;6;6;5;1,775400457
Masculino;22;Superior incompleto;Sistemas de Informação;2020;2;1;Desenvolvedor;Ágil;13;11; ;5;4;7;3;5;3;5;5;2;5;1;7;5;4;7;7;2;4;5;1,775400457
